City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
386,Zhuzhou,CN,2022-06-06 17:24:39,27.8333,113.15,78.93,91,70,2.93
387,Xichang,CN,2022-06-06 17:24:40,27.8964,102.2634,62.92,75,99,1.81
388,Ban Tak,TH,2022-06-06 17:24:40,17.0432,99.0813,77.61,80,100,5.1
389,Kyra,RU,2022-06-06 17:24:41,49.5776,111.9753,50.4,62,51,2.66
390,Gazojak,TM,2022-06-06 17:24:41,41.1875,61.4036,89.96,7,0,7.58
391,Dir,PK,2022-06-06 17:24:42,35.2058,71.8756,71.64,35,47,9.17
392,Gbarnga,LR,2022-06-06 17:24:43,6.9956,-9.4722,75.47,91,100,4.61
393,Dutlwe,BW,2022-06-06 17:24:43,-23.9833,23.9,58.48,39,32,8.95
394,Sfantu Gheorghe,RO,2022-06-06 17:24:44,45.8667,25.7833,65.93,72,28,8.75
395,Mangan,IN,2022-06-06 17:24:44,27.5167,88.5333,76.1,93,97,0.56
396,Ostrovnoy,RU,2022-06-06 17:24:44,68.0531,39.5131,41.95,95,100,13.78
397,Ucluelet,CA,2022-06-06 17:24:45,48.9329,-125.5528,54.09,93,100,1.01
398,Dalianwan,CN,2022-06-06 17:24:45,39.0286,121.695,62.64,77,75,11.18
399,Nouadhibou,MR,2022-06-06 17:24:46,20.931,-17.0347,75.18,64,38,20.71
400,Am Timan,TD,2022-06-06 17:24:46,11.0297,20.2827,97.88,19,21,2.35
401,Batemans Bay,AU,2022-06-06 17:24:47,-35.7167,150.1833,50.09,58,15,10.71
402,Mezen,RU,2022-06-06 17:24:47,65.8522,44.24,50.72,95,99,7.9
403,Beyneu,KZ,2022-06-06 17:24:49,45.3167,55.2,90.43,14,81,6.49
404,Notre-Dame-Du-Lac,CA,2022-06-06 17:24:49,47.6136,-68.7964,62.94,59,99,3.62
405,Saiha,IN,2022-06-06 17:24:49,22.4833,92.9667,71.47,98,97,0.65
406,Revelstoke,CA,2022-06-06 17:23:12,50.9832,-118.2023,59.02,77,100,2.3
407,Simpang,ID,2022-06-06 17:24:51,-1.2667,104.0833,73.99,94,100,2.91
408,Turukhansk,RU,2022-06-06 17:24:52,65.8167,87.9833,40.19,48,73,3.13
409,Bilma,NE,2022-06-06 17:24:53,18.6853,12.9164,93.25,23,88,7.36
410,Roma,US,2022-06-06 17:23:54,43.2128,-75.4557,76.08,53,100,9.22
411,Gemena,CD,2022-06-06 17:24:54,3.25,19.7667,76.15,79,29,2.46
412,Raudeberg,NO,2022-06-06 17:24:55,61.9875,5.1352,59.67,68,25,18.92
413,Khasan,RU,2022-06-06 17:24:56,42.4308,130.6434,50.77,85,100,3.36
414,Sakaiminato,JP,2022-06-06 17:25:57,35.55,133.2333,64.38,82,75,3.44
415,Esperance,AU,2022-06-06 17:25:57,-33.8667,121.9,55.54,62,100,4.92
416,Solton,RU,2022-06-06 17:25:58,52.8429,86.4787,39.94,83,5,4.27
417,Ngunguru,NZ,2022-06-06 17:25:58,-35.6167,174.5,57.69,88,95,2.91
418,Solhan,TR,2022-06-06 17:25:59,38.9634,41.0293,61.57,40,25,4.16
419,San Cristobal,VE,2022-06-06 17:25:59,7.7669,-72.225,80.78,43,34,6.82
420,Dingle,PH,2022-06-06 17:26:00,10.9995,122.6711,76.68,87,15,3.33
421,Talcahuano,CL,2022-06-06 17:26:00,-36.7167,-73.1167,53.28,94,100,8.05
422,Ardmore,US,2022-06-06 17:23:19,34.1743,-97.1436,85.86,65,0,13.8
423,Carutapera,BR,2022-06-06 17:26:00,-1.195,-46.02,79.18,91,73,5.44
424,Spirit River,CA,2022-06-06 17:26:01,55.7833,-118.8361,55.83,95,100,7.45
425,Tucuman,AR,2022-06-06 17:26:01,-26.8241,-65.2226,68.0,52,20,3.44
426,Coahuayana,MX,2022-06-06 17:26:01,18.7333,-103.6833,85.91,60,37,6.11
427,Luangwa,ZM,2022-06-06 17:26:02,-15.6167,30.4167,64.76,53,5,2.35
428,Sinaloa,MX,2022-06-06 17:26:03,25.0,-107.5,87.12,58,6,5.01
429,Uyskoye,RU,2022-06-06 17:26:04,54.3775,60.0047,57.13,96,100,13.96
430,Kasempa,ZM,2022-06-06 17:26:05,-13.4584,25.8338,57.94,46,35,5.68
431,Mnogovershinnyy,RU,2022-06-06 17:26:06,53.9353,139.9242,51.57,65,36,2.77
432,Moree,AU,2022-06-06 17:26:07,-29.4667,149.85,44.38,79,3,6.69
433,Kot Diji,PK,2022-06-06 17:26:07,27.3427,68.7083,95.02,32,0,23.96
434,Bella Union,UY,2022-06-06 17:26:08,-30.2752,-57.6007,60.44,84,100,8.23
435,Alamosa,US,2022-06-06 17:26:08,37.4695,-105.87,73.38,21,20,6.91
436,Gizo,SB,2022-06-06 17:26:09,-8.103,156.8419,80.58,76,100,7.65
437,Bedford,GB,2022-06-06 17:23:23,52.1346,-0.4663,61.66,77,75,4.61
438,Eydhafushi,MV,2022-06-06 17:26:10,5.1033,73.0708,82.85,77,98,12.41
439,Panzhihua,CN,2022-06-06 17:26:10,26.5851,101.7128,67.91,84,100,1.39
440,Sinjar,IQ,2022-06-06 17:26:10,36.3209,41.8754,87.78,15,18,12.46
441,Cody,US,2022-06-06 17:22:27,44.5263,-109.0565,67.01,48,75,13.0
442,Chirawa,IN,2022-06-06 17:23:41,28.2408,75.6448,97.16,17,45,17.4
443,Tautira,PF,2022-06-06 17:26:11,-17.7333,-149.15,79.75,75,32,18.19
444,Provideniya,RU,2022-06-06 17:26:11,64.3833,-173.3,43.63,66,80,1.72
445,Eenhana,NA,2022-06-06 17:26:12,-17.4667,16.3333,64.15,27,61,8.03
446,Goulburn,AU,2022-06-06 17:26:13,-34.75,149.7167,39.31,85,49,19.73
447,Nanga Eboko,CM,2022-06-06 17:26:15,4.6833,12.3667,70.83,95,92,2.37
448,Okhotsk,RU,2022-06-06 17:26:16,59.3833,143.3,44.76,81,59,1.52
449,Hashtrud,IR,2022-06-06 17:26:16,37.4779,47.0508,64.24,55,78,8.08
450,Sobolevo,RU,2022-06-06 17:26:17,54.4299,31.8996,61.88,75,92,5.46
451,Zhenjiang,CN,2022-06-06 17:26:17,32.2092,119.4342,72.81,81,6,10.54
452,Emerald,AU,2022-06-06 17:23:29,-23.5333,148.1667,55.35,93,41,7.92
453,Altavilla Vicentina,IT,2022-06-06 17:26:19,45.5155,11.4587,86.27,32,84,5.77
454,Teguise,ES,2022-06-06 17:26:21,29.0605,-13.564,70.02,64,20,20.71
455,Palmer,US,2022-06-06 17:26:21,42.1584,-72.3287,81.86,31,27,1.01
456,Colares,PT,2022-06-06 17:26:22,38.7992,-9.4469,78.48,67,20,10.36
457,Mindelo,CV,2022-06-06 17:26:23,16.8901,-24.9804,78.35,61,20,28.77
458,Poum,NC,2022-06-06 17:26:24,-20.2333,164.0167,75.67,73,57,8.16
459,Trelew,AR,2022-06-06 17:26:24,-43.249,-65.3051,59.25,35,78,4.12
460,Carauari,BR,2022-06-06 17:26:26,-4.8828,-66.8958,82.15,79,90,2.59
461,Barmer,IN,2022-06-06 17:26:26,25.75,71.3833,88.74,35,1,26.08
462,Sorong,ID,2022-06-06 17:26:28,-0.8833,131.25,77.85,83,92,4.0
463,Myitkyina,MM,2022-06-06 17:27:29,25.3833,97.4,74.5,95,56,2.04
464,Sola,VU,2022-06-06 17:27:29,-13.8833,167.55,80.4,78,99,18.97
465,Mastic Beach,US,2022-06-06 17:27:30,40.7668,-72.8521,80.42,46,20,11.5
466,Port Hueneme,US,2022-06-06 17:27:31,34.1478,-119.1951,82.38,78,100,8.05
467,Coquimbo,CL,2022-06-06 17:27:33,-29.9533,-71.3436,62.33,59,0,10.36
468,Strand,ZA,2022-06-06 17:27:34,-34.1069,18.8275,69.44,40,6,4.09
469,Campoverde,PE,2022-06-06 17:27:35,-8.4753,-74.8058,83.89,55,70,1.81
470,Palmas Bellas,PA,2022-06-06 17:27:36,9.2319,-80.0867,84.0,75,97,1.3
471,Walvis Bay,NA,2022-06-06 17:27:37,-22.9575,14.5053,81.55,22,0,6.91
472,Abu Samrah,SY,2022-06-06 17:27:38,35.3029,37.1841,78.24,32,0,14.16
473,Banda Aceh,ID,2022-06-06 17:27:38,5.5577,95.3222,80.85,79,95,8.86
474,Lompoc,US,2022-06-06 17:27:39,34.6391,-120.4579,74.61,82,40,15.99
475,Fort Nelson,CA,2022-06-06 17:27:40,58.8053,-122.7002,58.59,82,75,4.61
476,Leshukonskoye,RU,2022-06-06 17:27:40,64.8989,45.7622,55.62,89,98,5.93
477,Arlit,NE,2022-06-06 17:27:42,18.7369,7.3853,98.56,15,78,8.99
478,Mackay,AU,2022-06-06 17:26:15,-21.15,149.2,68.68,83,100,10.31
479,Champoton,MX,2022-06-06 17:27:42,19.35,-90.7167,90.03,55,98,3.33
480,Kaa-Khem,RU,2022-06-06 17:27:43,51.6833,94.7333,45.79,74,4,5.35
481,Erzin,TR,2022-06-06 17:27:43,36.9559,36.2,70.72,88,54,4.97
482,Labuhan,ID,2022-06-06 17:27:43,-6.8844,112.2051,79.09,86,98,4.41
483,Hasaki,JP,2022-06-06 17:27:43,35.7333,140.8333,63.28,86,100,23.89
484,Berlevag,NO,2022-06-06 17:27:44,70.8578,29.0864,48.15,61,24,5.75
485,Solnechnyy,RU,2022-06-06 17:27:44,50.7214,136.6319,54.01,64,4,3.83
486,Asau,RO,2022-06-06 17:25:55,46.4333,26.4,68.92,78,73,3.4
487,Asenovgrad,BG,2022-06-06 17:27:46,42.0167,24.8667,74.91,69,75,6.91
488,Plouzane,FR,2022-06-06 17:27:46,48.3833,-4.6167,61.12,100,100,12.66
489,Tutoia,BR,2022-06-06 17:27:46,-2.7619,-42.2744,81.41,78,31,3.89
490,Petropavlovsk-Kamchatskiy,RU,2022-06-06 17:27:47,53.0452,158.6483,41.59,87,100,2.24
491,Dunedin,NZ,2022-06-06 17:27:47,-45.8742,170.5036,49.8,72,64,4.0
492,Kumeny,RU,2022-06-06 17:27:47,58.1089,49.9161,55.99,84,92,3.71
493,Fare,PF,2022-06-06 17:27:48,-16.7,-151.0167,80.71,73,9,18.92
494,Summerville,US,2022-06-06 17:23:36,33.0185,-80.1757,86.11,55,0,11.5
495,Apt,FR,2022-06-06 17:27:48,43.8833,5.4,81.75,27,47,10.25
496,Aripuana,BR,2022-06-06 17:27:48,-9.1667,-60.6333,87.44,55,68,2.35
497,Cockburn Town,TC,2022-06-06 17:27:14,21.4612,-71.1419,80.85,83,59,15.86
498,Uusikaupunki,FI,2022-06-06 17:27:49,60.8004,21.4084,56.3,50,1,2.44
499,Kutum,SD,2022-06-06 17:27:49,14.2,24.6667,88.99,11,8,8.68
500,Norden,DE,2022-06-06 17:27:49,53.6,7.2,55.99,95,81,17.92
501,La Rioja,ES,2022-06-06 17:27:43,42.25,-2.5,74.98,44,90,6.4
502,Ilhabela,BR,2022-06-06 17:26:17,-23.7781,-45.3581,74.66,65,79,4.27
503,Den Helder,NL,2022-06-06 17:27:51,52.9599,4.7593,54.99,88,75,17.27
504,Sistranda,NO,2022-06-06 17:27:52,63.7256,8.834,53.56,70,60,9.19
505,Ahipara,NZ,2022-06-06 17:27:53,-35.1667,173.1667,55.9,93,99,5.17
506,Chanal,MX,2022-06-06 17:27:54,16.7167,-92.4,73.78,51,81,1.01
507,Te Anau,NZ,2022-06-06 17:28:55,-45.4167,167.7167,46.42,83,95,4.43
508,Misawa,JP,2022-06-06 17:28:55,40.6836,141.3597,50.61,93,100,20.71
509,Yumen,CN,2022-06-06 17:28:56,40.2833,97.2,69.13,19,6,15.26
510,Dom Pedrito,BR,2022-06-06 17:26:55,-30.9828,-54.6731,58.17,98,100,8.1
511,Chlorakas,CY,2022-06-06 17:28:59,34.8042,32.4083,76.08,73,40,8.05
512,Liverpool,GB,2022-06-06 17:29:00,53.4106,-2.9779,60.3,75,75,3.44
513,Keokuk,US,2022-06-06 17:29:01,40.3973,-91.3849,81.12,78,20,8.05
514,Bailen,ES,2022-06-06 17:29:02,38.0964,-3.7779,93.4,10,39,11.1
515,North Bend,US,2022-06-06 17:29:02,43.4065,-124.2243,63.25,93,20,8.05
516,Gorontalo,ID,2022-06-06 17:29:03,0.5412,123.0595,74.44,95,67,2.75
517,Copiapo,CL,2022-06-06 17:29:04,-27.3667,-70.3333,62.29,26,0,4.92
518,Laurentides,CA,2022-06-06 17:29:05,46.4334,-74.9826,72.0,40,95,4.36
519,Sukhumi,GE,2022-06-06 17:29:06,43.0033,41.0153,67.77,96,84,1.07
520,Bambanglipuro,ID,2022-06-06 17:29:07,-7.95,110.2833,77.11,90,100,5.12
521,Yeppoon,AU,2022-06-06 17:29:08,-23.1333,150.7333,62.38,83,94,3.6
522,Nanning,CN,2022-06-06 17:29:10,22.8167,108.3167,79.25,91,90,2.62
523,Tessalit,ML,2022-06-06 17:29:10,20.1986,1.0114,105.75,6,52,4.63
524,Sterling,US,2022-06-06 17:24:38,39.0062,-77.4286,83.17,36,20,15.01
525,Porto Velho,BR,2022-06-06 17:29:12,-8.7619,-63.9039,87.85,58,40,5.75
526,Myaundzha,RU,2022-06-06 17:29:12,63.0494,147.1858,42.22,82,96,3.18
527,Khilok,RU,2022-06-06 17:29:13,51.3674,110.4676,47.86,79,82,3.89
528,Bowmore,US,2022-06-06 17:29:14,34.9421,-79.3031,88.81,25,0,8.05
529,Canchungo,GW,2022-06-06 17:29:14,12.0672,-16.0333,87.78,56,21,13.15
530,Manakara,MG,2022-06-06 17:29:15,-22.1333,48.0167,68.92,86,8,7.9
531,Jiangyou,CN,2022-06-06 17:29:15,31.7667,104.7167,75.13,72,94,1.23
532,Port Blair,IN,2022-06-06 17:29:15,11.6667,92.75,82.06,77,100,18.19
533,Misasi,TZ,2022-06-06 17:27:20,-3.0,33.0833,73.49,56,77,3.6
534,Prince Rupert,CA,2022-06-06 17:29:16,54.3161,-130.3201,53.69,72,100,18.41
535,Mokobeng,BW,2022-06-06 17:29:17,-22.9965,27.6678,59.92,49,1,6.31
536,Waddan,LY,2022-06-06 17:29:18,29.1614,16.139,95.86,15,0,17.18
537,Les Cayes,HT,2022-06-06 17:29:20,18.2,-73.75,85.46,66,82,12.53
538,Baherden,TM,2022-06-06 17:29:20,38.4362,57.4316,90.54,10,0,6.46
539,Guaruja,BR,2022-06-06 17:29:21,-23.9931,-46.2564,77.9,26,0,4.61
540,Urengoy,RU,2022-06-06 17:29:22,65.9667,78.3667,41.65,50,93,3.02
541,Hirna,ET,2022-06-06 17:29:23,9.2167,41.1,68.32,62,98,7.29
542,Gandhidham,IN,2022-06-06 17:29:24,23.0833,70.1333,84.4,68,13,16.51
543,Angoram,PG,2022-06-06 17:29:24,-4.0625,144.0661,72.75,99,61,1.5
544,Adrar,MR,2022-06-06 17:29:25,20.5022,-10.0711,107.02,7,83,19.55
545,Madaoua,NE,2022-06-06 17:29:26,14.073,5.96,93.65,28,100,5.68
546,Lannion,FR,2022-06-06 17:29:27,48.75,-3.4167,63.01,82,100,11.5
547,Darhan,MN,2022-06-06 17:29:28,49.4867,105.9228,57.74,65,83,3.24
548,Linkoping,SE,2022-06-06 17:29:29,58.4109,15.6216,64.81,60,75,12.66
549,Nabire,ID,2022-06-06 17:25:08,-3.3667,135.4833,74.7,90,24,3.51
550,Santo Antonio Do Ica,BR,2022-06-06 17:29:30,-3.1022,-67.9397,87.44,58,99,2.57
551,Mocuba,MZ,2022-06-06 17:29:30,-16.8392,36.9856,64.56,99,100,4.09
552,Puno,PE,2022-06-06 17:30:32,-15.8333,-70.0333,56.77,35,26,3.98
553,Bridlington,GB,2022-06-06 17:30:32,54.0831,-0.1919,59.9,79,100,15.03
554,Haveli,PK,2022-06-06 17:30:33,30.4502,73.6989,101.95,10,42,5.46
555,Luwingu,ZM,2022-06-06 17:30:33,-10.2621,29.9271,62.47,57,100,4.85
556,Vestmanna,FO,2022-06-06 17:30:34,62.1564,-7.1664,52.72,82,20,8.05
557,Laela,TZ,2022-06-06 17:30:34,-8.5667,32.05,58.82,74,69,7.74
558,Ponnani,IN,2022-06-06 17:30:34,10.767,75.9252,79.92,84,100,2.55
559,Shenjiamen,CN,2022-06-06 17:30:35,29.9576,122.298,68.68,93,75,13.53
560,Changji,CN,2022-06-06 17:30:35,44.0167,87.3167,74.19,25,0,4.47
561,Anzio,IT,2022-06-06 17:30:35,41.4853,12.6179,87.69,45,100,14.54
562,Havre-Saint-Pierre,CA,2022-06-06 17:30:36,50.2334,-63.5986,62.96,48,40,17.27
563,Lamar,US,2022-06-06 17:30:36,33.6668,-95.5836,87.98,78,100,13.8
564,Nichinan,JP,2022-06-06 17:30:37,31.6,131.3667,64.63,90,73,7.16
565,Grand Gaube,MU,2022-06-06 17:30:38,-20.0064,57.6608,72.0,75,5,5.01
566,Tonj,SS,2022-06-06 17:30:38,7.2737,28.6822,75.7,73,73,7.87
567,Sortavala,RU,2022-06-06 17:30:39,61.7053,30.6918,53.73,58,13,4.7
568,Lexington,US,2022-06-06 17:27:09,37.9887,-84.4777,84.2,53,40,17.27
569,Pangody,RU,2022-06-06 17:30:41,65.85,74.4859,38.8,68,93,4.56
570,Hvolsvollur,IS,2022-06-06 17:30:42,63.7533,-20.2243,52.47,73,99,11.5
571,Altus,US,2022-06-06 17:28:57,34.6381,-99.334,87.87,50,0,9.22
572,Deloraine,AU,2022-06-06 17:30:45,-41.5333,146.6667,30.99,15,25,3.15
573,Hofn,IS,2022-06-06 17:30:45,64.2539,-15.2082,46.42,66,75,14.97
574,Razole,IN,2022-06-06 17:30:46,16.4833,81.8333,85.08,71,84,5.66
575,Fiumicino,IT,2022-06-06 17:29:29,41.7675,12.2291,90.54,64,0,14.97
576,Waipawa,NZ,2022-06-06 17:30:47,-41.4122,175.5153,46.78,90,10,5.48
577,Skiathos,GR,2022-06-06 17:30:47,39.1623,23.4909,73.56,83,40,17.27
578,San Jeronimo,PE,2022-06-06 17:30:48,-11.9472,-75.2829,62.53,40,17,1.3
579,Issoudun,FR,2022-06-06 17:30:48,47.0,1.8333,65.05,88,100,8.05
580,Dakar,SN,2022-06-06 17:27:11,14.6937,-17.4441,82.53,74,40,9.22
